timestamp,action,price,usdt,btc
2025-05-13 14:09:00,BUY,103286.05,0,0.009672167732234895
2025-05-13 14:11:00,SELL,103119.11,996.387942990462,0
2025-05-13 14:13:00,BUY,103097.39,0,0.00965486667555281
2025-05-13 14:28:00,SELL,103429.21,997.5966376748457,0
2025-05-13 14:29:00,BUY,103390.91,0,0.009639135984364302
2025-05-13 15:08:00,SELL,103456.33,996.2324036799548,0
2025-05-13 15:09:00,BUY,103471.79,0,0.009618430021132088
2025-05-13 15:11:00,SELL,103608.62,995.5557087950103,0
2025-05-13 15:15:00,BUY,103708.0,0,0.009590004176015498
